Season,Week,Points.11,TE,BN.1,RB,Points.1,WR.1,K,BN.4,Points.14,Points.20,BN.13,BN.3,Opponent Total,Points.10,BN.10,Points.7,Points.18,Total,Points.5,WR,Rank,Points.8,BN.5,Points.16,BN.7,Points.17,Points.15,Points.21,Points.22,Owner,BN.9,RES.1,BN.11,Points.3,BN,Points,Points.13,BN.2,Points.12,Points.2,QB,Points.4,RES,Opponent,DEF,Points.9,BN.6,BN.8,Points.19,W/R,RB.1,BN.12,Points.6
2016,16,12.72,D. Walker TE - TEN ,D. Thomas WR - DEN ,L. McCoy RB - BUF ,20.5,E. Sanders WR - DEN ,M. Bryant K - ATL ,J. Witten TE - DAL ,2.9,,,A. Green WR - CIN ,65.78,2.0,,19.0,,105.2,8.3,K. Britt WR - LA ,6,13.0,J. Landry WR - MIA ,,,,,,,Juschka,,,,1.5,T. Hightower RB - NO ,12.5,9.3,A. Dalton QB - CIN ,0.0,8.8,M. Stafford QB - DET ,2.6,,Simi,Eagles DEF ,4.0,,,,B. LaFell WR - CIN ,D. Freeman RB - ATL ,,19.0
2016,16,8.2,T. Eifert TE - CIN ,M. Floyd WR - NE ,C. Hyde RB - SF ,10.2,A. Brown WR - PIT ,B. McManus K - DEN ,D. Carr QB - LV ,15.5,,,K. Benjamin WR - CAR ,103.18,0.6,,6.6,,95.66,0.0,J. Nelson WR - GB ,4,7.0,T. Hill WR - KC ,,,,,,,Kessi,,,,27.4,D. Jackson WR - WAS ,16.06,22.08,S. Ware RB - KC ,12.3,12.8,D. Brees QB - NO ,15.6,,Ritz,Cardinals DEF ,11.4,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,0.0
2017,1,0.0,J. Reed TE - WAS ,T. Hilton WR - IND ,D. Johnson RB - ARI ,7.0,B. Cooks WR - NE ,D. Bailey K - DAL ,M. Bryant WR - PIT ,0.0,,,S. Watkins WR - LA ,112.84,3.7,,13.0,,98.14,3.6,J. Nelson WR - GB ,5,16.0,D. Parker WR - MIA ,,,,,,,Benni,,,,13.9,A. Peterson RB - ARI ,15.64,1.4,D. Martin RB - TB ,5.8,6.5,D. Brees QB - NO ,8.8,,Marv,Steelers DEF ,1.8,,,,D. Cook RB - MIN ,C. McCaffrey RB - CAR ,,13.7
2017,1,0.0,T. Kelce TE - KC ,J. Rodgers RB - TB ,L. Bell RB - PIT ,4.7,A. Cooper WR - LV ,S. Gostkowski K - NE ,T. Montgomery RB - GB ,20.7,,,J. Crowder WR - WAS ,83.32,0.0,,9.0,,78.42,4.4,T. Pryor WR - WAS ,6,3.0,S. Diggs WR - MIN ,,,,,,,Erik,,,,6.6,D. McFadden RB ,15.72,15.3,A. Luck QB - IND ,-0.6,14.0,B. Roethlisberger QB - PIT ,12.2,,Simi,Broncos DEF ,0.0,,,,C. Anderson RB - DEN ,E. Elliott RB - DAL ,,8.8
2017,1,2.6,T. Eifert TE - CIN ,D. Woodhead RB - BAL ,L. McCoy RB - BUF ,15.9,A. Green WR - CIN ,C. Boswell K - PIT ,K. Allen WR - LAC ,4.1,,,F. Gore RB - IND ,72.24,3.7,,3.0,,71.98,0.4,M. Crabtree WR - LV ,7,9.0,A. Abdullah RB - DET ,,,,,,,Ritz,,,,8.3,P. Garcon WR - SF ,10.68,9.5,E. Sanders WR - DEN ,5.2,9.6,T. Brady QB - NE ,7.4,,Juschka,Bills DEF ,8.1,,,,C. Hyde RB - SF ,L. Miller RB - HOU ,,7.7
2017,1,0.0,D. Walker TE - TEN ,T. West RB - BAL ,L. Blount RB - PHI ,10.7,M. Thomas WR - NO ,W. Lutz K - NO ,J. Mixon RB - CIN ,2.0,,,C. Davis WR - TEN ,98.14,14.0,,13.0,,112.84,7.6,D. Baldwin WR - SEA ,1,28.0,Vikings DEF ,,,,,,,Marv,,,,6.0,E. Lacy RB - SEA ,18.84,2.4,J. Ajayi RB - PHI ,6.9,18.4,M. Mariota QB - TEN ,4.5,,Benni,Rams DEF ,0.3,,,,A. Jeffery WR - PHI ,L. Fournette RB - JAX ,,5.8
2017,1,1.0,G. Olsen TE - CAR ,M. Ingram RB - NO ,I. Crowell RB - CLE ,8.6,A. Brown WR - PIT ,M. Bryant K - ATL ,D. Moncrief WR - IND ,40.6,,,L. Murray RB - MIN ,78.42,7.1,,11.0,,83.32,1.8,D. Bryant WR - DAL ,2,7.0,K. Hunt RB - KC ,,,,,,,Simi,,,,4.3,E. Decker WR - TEN ,8.32,5.0,B. Marshall WR - NYG ,0.6,12.6,R. Wilson QB - SEA ,18.2,,Erik,Seahawks DEF ,1.0,,,,D. Hopkins WR - HOU ,J. Howard RB - CHI ,,11.5
2017,1,0.0,R. Gronkowski TE - NE ,D. Jackson WR - TB ,B. Powell RB - NYJ ,3.9,A. Robinson WR - JAX ,M. Crosby K - GB ,T. Coleman RB - ATL ,0.0,,,O. Beckham WR - NYG ,68.54,0.0,,5.0,,58.28,3.3,R. Matthews WR - TEN ,8,0.0,J. Ross WR - CIN ,,,,,,,Tommy,,,,7.1,M. Forte RB - NYJ ,18.68,5.8,M. Evans WR - TB ,0.0,15.6,D. Carr QB - LV ,1.7,,Kessi,Texans DEF ,3.6,,,,R. Kelley RB - WAS ,T. Gurley RB - LA ,,3.0
2017,1,9.2,K. Rudolph TE - MIN ,G. Tate WR - DET ,D. Freeman RB - ATL ,9.9,D. Adams WR - GB ,B. McManus K - DEN ,J. Landry WR - MIA ,0.0,,,K. Benjamin WR - BUF ,71.98,11.4,,6.0,,72.24,8.6,D. Thomas WR - DEN ,3,2.0,W. Snead WR - NO ,,,,,,,Juschka,,,,6.7,J. Stewart RB - CAR ,17.94,0.0,M. Lynch RB - LV ,2.5,13.9,M. Ryan QB - ATL ,4.7,,Ritz,Giants DEF ,14.2,,,,P. Perkins RB - NYG ,M. Gordon RB - LAC ,,2.5
2017,1,0.8,J. Graham TE - SEA ,L. Fitzgerald WR - ARI ,D. Murray RB - TEN ,6.0,T. Williams WR - LAC ,J. Tucker K - BAL ,S. Ware RB - KC ,6.8,,,M. Gillislee RB - NE ,58.28,7.4,,8.0,,68.54,0.8,J. Jones WR - ATL ,4,3.0,J. White RB - NE ,,,,,,,Kessi,,,,6.6,M. Bennett TE - NE ,16.54,0.0,M. Wallace WR - BAL ,22.5,2.4,A. Rodgers QB - GB ,5.4,,Tommy,Chiefs DEF ,4.3,,,,T. Hill WR - KC ,J. Hill RB - CIN ,,19.8
2017,2,3.0,J. Reed TE - WAS ,D. Martin RB - TB ,D. Cook RB - MIN ,6.4,B. Cooks WR - NE ,D. Bailey K - DAL ,D. Parker WR - MIA ,0.00,,,M. Bryant WR - PIT ,121.8,0.0,,7.0,,71.84,4.8,J. Nelson WR - GB ,8,10.0,D. Johnson RB - ARI ,,,,,,,Benni,,,,0.0,T. Hilton WR - IND ,22.24,8.5,S. Watkins WR - LA ,15.8,4.4,D. Brees QB - NO ,4.3,,Tommy,Cardinals DEF ,4.9,,,,J. Rodgers RB - TB ,C. McCaffrey RB - CAR ,,12.7
2017,2,27.4,T. Kelce TE - KC ,K. Williams RB - ARI ,L. Bell RB - PIT ,9.1,A. Cooper WR - LV ,S. Gostkowski K - NE ,C. Kupp WR - LA ,13.00,,,S. Diggs WR - MIN ,89.68,2.2,,12.0,,98.46,16.3,T. Pryor WR - WAS ,2,17.0,Broncos DEF ,,,,,,,Erik,,,,3.1,A. Luck QB - IND ,12.46,3.3,C. Anderson RB - DEN ,3.1,2.2,J. Winston QB - TB ,3.3,,Juschka,Ravens DEF ,0.0,,,,T. Montgomery RB - GB ,E. Elliott RB - DAL ,,23.0
2017,2,10.6,T. Eifert TE - CIN ,E. Sanders WR - DEN ,L. McCoy RB - BUF ,4.3,A. Green WR - CIN ,B. Walsh K - SEA ,C. Hyde RB - SF ,8.60,,,A. Thielen WR - MIN ,61.02,18.2,,6.0,,106.68,4.2,M. Crabtree WR - LV ,3,10.0,A. Abdullah RB - DET ,,,,,,,Ritz,,,,26.0,P. Garcon WR - SF ,30.78,14.3,F. Gore RB - IND ,2.4,8.7,T. Brady QB - NE ,6.7,,Kessi,Panthers DEF ,2.6,,,,K. Allen WR - LAC ,L. Miller RB - HOU ,,10.0
2017,2,0.4,D. Walker TE - TEN ,A. Jeffery WR - PHI ,J. Ajayi RB - PHI ,12.6,M. Thomas WR - NO ,W. Lutz K - NO ,J. Mixon RB - CIN ,2.00,,,C. Davis WR - TEN ,83.72,15.2,,8.0,,83.7,12.2,D. Baldwin WR - SEA ,6,2.0,Vikings DEF ,,,,,,,Marv,,,,4.4,L. Blount RB - PHI ,13.0,4.1,T. Rawls RB - SEA ,0.4,12.1,M. Mariota QB - TEN ,8.9,,Simi,Rams DEF ,0.0,,,,T. West RB - BAL ,L. Fournette RB - JAX ,,10.5
2017,2,7.3,G. Olsen TE - CAR ,B. Marshall WR - NYG ,J. Howard RB - CHI ,0.7,A. Brown WR - PIT ,M. Bryant K - ATL ,D. Moncrief WR - IND ,0.70,,,L. Murray RB - MIN ,83.7,1.7,,14.0,,83.72,1.0,D. Bryant WR - DAL ,1,8.0,A. Hooper TE - ATL ,,,,,,,Simi,,,,11.9,M. Ingram RB - NO ,15.32,1.8,D. Hopkins WR - HOU ,0.6,22.9,R. Wilson QB - SEA ,6.2,,Marv,Seahawks DEF ,7.6,,,,I. Crowell RB - CLE ,K. Hunt RB - KC ,,3.7
2017,2,4.3,R. Gronkowski TE - NE ,B. Powell RB - NYJ ,C. Thompson RB - WAS ,22.6,O. Beckham WR - NYG ,M. Crosby K - GB ,J. Ross WR - CIN ,-,,,T. Coleman RB - ATL ,71.84,1.3,,5.0,,121.8,17.6,M. Evans WR - TB ,7,9.0,-,,,,,,,Tommy,,,,15.3,M. Forte RB - NYJ ,21.2,-0.8,R. Matthews WR - TEN ,10.5,23.6,D. Carr QB - LV ,3.6,,Benni,Texans DEF ,9.1,,,,D. Jackson WR - TB ,T. Gurley RB - LA ,,3.9
2017,2,7.7,K. Rudolph TE - MIN ,D. Thomas WR - DEN ,D. Freeman RB - ATL ,22.0,J. Landry WR - MIA ,B. McManus K - DEN ,W. Snead WR - NO ,2.20,,,D. Adams WR - GB ,98.46,7.1,,6.0,,89.68,4.5,G. Tate WR - DET ,4,8.0,P. Perkins RB - NYG ,,,,,,,Juschka,,,,2.5,J. Stewart RB - CAR ,14.88,0.0,K. Benjamin WR - BUF ,15.9,13.8,M. Ryan QB - ATL ,7.1,,Erik,Steelers DEF ,4.0,,,,M. Lynch RB - LV ,M. Gordon RB - LAC ,,10.9
2017,2,12.9,J. Graham TE - SEA ,M. Wallace WR - BAL ,D. Murray RB - TEN ,2.8,T. Hill WR - KC ,J. Tucker K - BAL ,J. White RB - NE ,5.40,,,J. Hill RB - CIN ,106.68,0.7,,6.0,,61.02,0.1,J. Jones WR - ATL ,5,11.0,T. Williams WR - LAC ,,,,,,,Kessi,,,,10.8,M. Bennett TE - NE ,18.52,9.6,M. Gillislee RB - NE ,1.9,4.8,A. Rodgers QB - GB ,4.9,,Ritz,Chiefs DEF ,4.7,,,,L. Fitzgerald WR - ARI ,T. Cohen RB - CHI ,,2.1
2017,3,3.0,Z. Ertz TE - PHI ,D. Martin RB - TB ,D. Cook RB - MIN ,22.9,B. Cooks WR - NE ,D. Bailey K - DAL ,D. Henry RB - TEN ,3.5,,,D. Johnson RB - ARI ,112.22,0.0,,4.0,,130.8,9.5,J. Nelson WR - GB ,5,4.0,S. Perine RB - WAS ,,,,,,,Benni,,,,17.2,T. Hilton WR - IND ,20.8,6.4,M. Bryant WR - PIT ,0.0,11.7,D. Brees QB - NO ,27.1,,Kessi,Eagles DEF ,21.3,,,,D. Parker WR - MIA ,C. McCaffrey RB - CAR ,,13.6
2017,3,4.3,T. Kelce TE - KC ,J. Reed TE - WAS ,L. Bell RB - PIT ,15.8,A. Cooper WR - LV ,S. Gostkowski K - NE ,C. Carson RB - SEA ,-4.0,,,S. Diggs WR - MIN ,136.82,0.0,,4.0,,63.26,0.1,T. Pryor WR - WAS ,6,4.0,Ravens DEF ,,,,,,,Erik,,,,1.9,A. Luck QB - IND ,16.46,11.2,C. Anderson RB - DEN ,29.3,15.4,M. Stafford QB - DET ,0.6,,Tommy,Broncos DEF ,0.0,,,,T. Montgomery RB - GB ,E. Elliott RB - DAL ,,5.0
2017,3,11.7,K. Rudolph TE - MIN ,E. Sanders WR - DEN ,L. McCoy RB - BUF ,6.9,A. Green WR - CIN ,C. Santos K - CHI ,A. Abdullah RB - DET ,2.8,,,L. Miller RB - HOU ,100.08,7.5,,6.0,,100.32,0.4,M. Crabtree WR - LV ,1,6.0,J. Allen RB - BAL ,,,,,,,Ritz,,,,0.7,P. Garcon WR - SF ,35.72,8.6,F. Gore RB - IND ,6.3,21.4,T. Brady QB - NE ,17.1,,Simi,Patriots DEF ,14.2,,,,K. Allen WR - LAC ,C. Hyde RB - SF ,,6.1
2017,3,0.6,D. Walker TE - TEN ,D. Baldwin WR - SEA ,J. Ajayi RB - PHI ,2.5,M. Thomas WR - NO ,W. Lutz K - NO ,J. Mixon RB - CIN ,9.0,,,C. Davis WR - TEN ,72.86,16.5,,12.0,,77.1,3.1,A. Jeffery WR - PHI ,4,4.0,Vikings DEF ,,,,,,,Marv,,,,5.6,L. Blount RB - PHI ,19.7,10.1,T. West RB - BAL ,0.0,14.0,M. Mariota QB - TEN ,14.7,,Juschka,Rams DEF ,12.7,,,,J. Rodgers RB - TB ,L. Fournette RB - JAX ,,1.5
2017,3,33.52,J. Witten TE - DAL ,B. Marshall WR - NYG ,J. Howard RB - CHI ,26.6,A. Brown WR - PIT ,M. Bryant K - ATL ,D. Moncrief WR - IND ,0.8,,,D. Hopkins WR - HOU ,100.32,6.6,,12.0,,100.08,0.3,D. Bryant WR - DAL ,2,-1.0,J. Richard RB - LV ,,,,,,,Simi,,,,7.2,M. Ingram RB - NO ,8.28,4.4,R. Wilson QB - SEA ,7.6,24.3,C. Newton QB - CAR ,17.0,,Ritz,Seahawks DEF ,8.6,,,,I. Crowell RB - CLE ,K. Hunt RB - KC ,,5.4
2017,3,14.7,R. Gronkowski TE - NE ,B. Powell RB - NYJ ,C. Thompson RB - WAS ,24.8,O. Beckham WR - NYG ,M. Crosby K - GB ,J. Nelson WR - ARI ,6.0,,,T. Coleman RB - ATL ,63.26,9.7,,9.0,,136.82,14.9,M. Evans WR - TB ,3,9.0,Packers DEF ,,,,,,,Tommy,,,,6.7,M. Forte RB - NYJ ,5.22,0.0,R. Matthews WR - TEN ,8.9,32.9,D. Carr QB - LV ,19.9,,Erik,Texans DEF ,2.5,,,,D. Jackson WR - TB ,T. Gurley RB - LA ,,14.4
2017,3,9.8,C. Fleener TE - NO ,G. Tate WR - DET ,D. Freeman RB - ATL ,19.8,D. Adams WR - GB ,G. Tavecchio K - LV ,W. Snead WR - NO ,3.0,,,K. Benjamin WR - BUF ,77.1,11.8,,4.0,,72.86,2.1,J. Landry WR - MIA ,8,6.0,P. Perkins RB - NYG ,,,,,,,Juschka,,,,4.8,J. Stewart RB - CAR ,13.66,0.0,D. Thomas WR - DEN ,0.8,13.9,M. Ryan QB - ATL ,6.0,,Marv,Steelers DEF ,6.1,,,,M. Lynch RB - LV ,M. Gordon RB - LAC ,,2.6
2017,3,3.1,M. Bennett TE - NE ,M. Wallace WR - BAL ,D. Murray RB - TEN ,18.0,T. Hill WR - KC ,J. Tucker K - BAL ,J. White RB - NE ,1.5,,,J. Hill RB - CIN ,130.8,1.0,,1.0,,112.22,1.2,J. Jones WR - ATL ,7,12.0,T. Williams WR - LAC ,,,,,,,Kessi,,,,9.1,J. Graham TE - SEA ,24.82,2.8,M. Gillislee RB - NE ,2.9,10.2,A. Rodgers QB - GB ,15.0,,Benni,Chiefs DEF ,7.2,,,,L. Fitzgerald WR - ARI ,T. Cohen RB - CHI ,,20.9
2017,4,0.0,Z. Ertz TE - PHI ,T. Hilton WR - IND ,D. Cook RB - MIN ,11.4,D. Parker WR - MIA ,R. Succop K - TEN ,D. Johnson RB - ARI ,0.7,,,M. Bryant WR - PIT ,93.8,3.0,,2.0,,91.02,8.1,J. Nelson WR - GB ,7,15.0,D. Henry RB - TEN ,,,,,,,Benni,,,,19.5,C. Hogan WR - NE ,19.02,0.0,D. Martin RB - TB ,4.8,4.9,D. Brees QB - NO ,6.9,,Simi,Jaguars DEF ,12.0,,,,B. Cooks WR - NE ,C. McCaffrey RB - CAR ,,4.2
2017,4,2.1,T. Kelce TE - KC ,A. Luck QB - IND ,L. Bell RB - PIT ,30.6,S. Diggs WR - MIN ,S. Gostkowski K - NE ,T. Montgomery RB - GB ,0.9,,,C. Anderson RB - DEN ,86.98,0.0,,14.0,,125.16,17.4,M. Lee WR - JAX ,3,9.0,A. Cooper WR - LV ,,,,,,,Erik,,,,1.8,T. Pryor WR - WAS ,10.06,2.8,J. Reed TE - WAS ,11.2,25.9,M. Stafford QB - DET ,9.8,,Ritz,Broncos DEF ,13.0,,,,C. Carson RB - SEA ,E. Elliott RB - DAL ,,6.6
2017,4,8.0,K. Rudolph TE - MIN ,M. Crabtree WR - LV ,L. McCoy RB - BUF ,10.8,K. Allen WR - LAC ,M. Prater K - DET ,A. Abdullah RB - DET ,4.4,,,L. Miller RB - HOU ,125.16,0.0,,6.0,,86.98,3.4,A. Green WR - CIN ,4,8.0,J. Allen RB - BAL ,,,,,,,Ritz,,,,12.3,P. Garcon WR - SF ,20.48,16.9,F. Gore RB - IND ,25.1,9.5,T. Brady QB - NE ,13.8,,Erik,Bengals DEF ,3.6,,,,E. Sanders WR - DEN ,C. Hyde RB - SF ,,2.7
2017,4,3.9,D. Walker TE - TEN ,J. Rodgers RB - TB ,J. Ajayi RB - PHI ,5.4,M. Thomas WR - NO ,W. Lutz K - NO ,C. Davis WR - TEN ,4.8,,,T. West RB - BAL ,97.48,10.8,,8.0,,91.04,5.1,A. Jeffery WR - PHI ,5,7.0,J. Mixon RB - CIN ,,,,,,,Marv,,,,8.9,L. Blount RB - PHI ,15.74,0.0,A. Thielen WR - MIN ,-0.7,20.5,M. Mariota QB - TEN ,14.9,,Tommy,Vikings DEF ,15.6,,,,D. Baldwin WR - SEA ,L. Fournette RB - JAX ,,5.5
2017,4,4.6,J. Witten TE - DAL ,M. Ingram RB - NO ,J. Howard RB - CHI ,12.3,A. Brown WR - PIT ,M. Bryant K - ATL ,D. Moncrief WR - IND ,2.7,,,D. Hopkins WR - HOU ,91.02,6.2,,5.0,,93.8,0.9,D. Bryant WR - DAL ,2,20.0,J. Richard RB - LV ,,,,,,,Simi,,,,9.8,C. Newton QB - CAR ,27.6,9.0,B. Marshall WR - NYG ,16.7,12.1,R. Wilson QB - SEA ,3.4,,Benni,Seahawks DEF ,33.04,,,,I. Crowell RB - CLE ,K. Hunt RB - KC ,,2.7
2017,4,9.72,R. Gronkowski TE - NE ,A. Ellington RB - HOU ,C. Thompson RB - WAS ,0.7,O. Beckham WR - NYG ,M. Crosby K - GB ,J. Nelson WR - ARI ,19.0,,,T. Coleman RB - ATL ,91.04,10.4,,5.0,,97.48,8.0,M. Evans WR - TB ,1,10.0,Texans DEF ,,,,,,,Tommy,,,,12.7,R. Matthews WR - TEN ,22.58,3.4,D. Carr QB - LV ,14.2,27.5,D. Prescott QB - DAL ,9.0,,Marv,Packers DEF ,4.9,,,,D. Jackson WR - TB ,T. Gurley RB - LA ,,2.0
2017,4,1.1,C. Fleener TE - NO ,G. Tate WR - DET ,D. Freeman RB - ATL ,13.8,D. Adams WR - GB ,G. Tavecchio K - LV ,W. Snead WR - NO ,1.9,,,K. Benjamin WR - BUF ,62.96,3.1,,4.0,,57.78,2.1,J. Landry WR - MIA ,8,14.0,P. Perkins RB - NYG ,,,,,,,Juschka,,,,4.0,J. Stewart RB - CAR ,8.48,0.0,D. Thomas WR - DEN ,10.4,2.9,M. Ryan QB - ATL ,7.3,,Kessi,Steelers DEF ,4.8,,,,M. Lynch RB - LV ,M. Gordon RB - LAC ,,1.2
2017,4,4.9,M. Bennett TE - NE ,J. Graham TE - SEA ,D. Murray RB - TEN ,3.5,T. Hill WR - KC ,J. Tucker K - BAL ,T. Williams WR - LAC ,33.72,,,S. Watkins WR - LA ,57.78,6.1,,3.0,,62.96,3.9,J. Jones WR - ATL ,6,9.0,D. Watson QB - HOU ,,,,,,,Kessi,,,,3.0,J. Charles RB - DEN ,23.06,17.5,M. Gillislee RB - NE ,1.7,4.8,A. Rodgers QB - GB ,3.5,,Juschka,Chiefs DEF ,4.7,,,,L. Fitzgerald WR - ARI ,T. Cohen RB - CHI ,,9.2
2017,5,0.6,Z. Ertz TE - PHI ,T. Hilton WR - IND ,B. Powell RB - NYJ ,3.3,B. Cooks WR - NE ,J. Elliott K - PHI ,C. McCaffrey RB - CAR ,28.0,,,D. Johnson RB - ARI ,81.06,17.7,,10.0,,96.36,12.1,C. Hogan WR - NE ,5,8.0,Jaguars DEF ,,,,,,,Benni,,,,13.4,D. Brees QB - NO ,18.46,9.8,D. Parker WR - MIA ,0.0,14.2,J. Winston QB - TB ,8.5,,Erik,Bills DEF ,0.0,,,,J. Nelson WR - GB ,D. Martin RB - TB ,,8.4
2017,5,0.0,T. Kelce TE - KC ,A. Luck QB - IND ,L. Bell RB - PIT ,9.3,S. Diggs WR - MIN ,S. Gostkowski K - NE ,A. Cooper WR - LV ,0.0,,,T. Montgomery RB - GB ,96.36,0.0,,13.0,,81.06,9.8,R. Cobb WR - GB ,6,3.0,Broncos DEF ,,,,,,,Erik,,,,2.9,T. Pryor WR - WAS ,15.16,0.8,C. Anderson RB - DEN ,0.0,14.3,M. Stafford QB - DET ,0.4,,Benni,Lions DEF ,0.0,,,,E. Elliott RB - DAL ,D. Johnson RB - CLE ,,13.2
2017,5,0.0,C. Clay TE - BUF ,M. Crabtree WR - LV ,L. McCoy RB - BUF ,8.9,K. Allen WR - LAC ,M. Prater K - DET ,J. Landry WR - MIA ,3.4,,,F. Gore RB - IND ,72.04,14.2,,6.0,,78.92,3.1,A. Green WR - CIN ,1,8.0,A. Abdullah RB - DET ,,,,,,,Ritz,,,,22.9,P. Garcon WR - SF ,12.62,10.4,E. Sanders WR - DEN ,8.6,8.9,T. Brady QB - NE ,6.7,,Tommy,Eagles DEF ,9.4,,,,C. Hyde RB - SF ,L. Miller RB - HOU ,,1.8
2017,5,0.0,D. Walker TE - TEN ,A. Jeffery WR - PHI ,J. Ajayi RB - PHI ,5.9,A. Thielen WR - MIN ,K. Forbath K - MIN ,C. Davis WR - TEN ,0.0,,,M. Thomas WR - NO ,71.04,3.1,,8.0,,99.36,2.5,D. Baldwin WR - SEA ,4,6.0,W. Lutz K - NO ,,,,,,,Marv,,,,3.7,L. Blount RB - PHI ,27.26,0.0,M. Mariota QB - TEN ,0.0,30.4,C. Wentz QB - PHI ,4.5,,Kessi,Vikings DEF ,7.4,,,,J. Mixon RB - CIN ,L. Fournette RB - JAX ,,11.1
2017,5,0.0,J. Witten TE - DAL ,M. Ingram RB - NO ,J. Howard RB - CHI ,7.6,A. Brown WR - PIT ,C. Catanzaro K - NYJ ,I. Crowell RB - CLE ,0.0,,,D. Moncrief WR - IND ,124.46,0.0,,7.0,,107.92,4.1,D. Bryant WR - DAL ,3,16.0,M. Bryant K - ATL ,,,,,,,Simi,,,,11.2,C. Newton QB - CAR ,11.52,6.7,J. Reed TE - WAS ,3.2,11.6,R. Wilson QB - SEA ,15.7,,Juschka,Seahawks DEF ,26.2,,,,D. Hopkins WR - HOU ,K. Hunt RB - KC ,,23.2
2017,5,0.0,E. Engram TE - NYG ,C. Thompson RB - WAS ,A. Ellington RB - HOU ,6.3,O. Beckham WR - NYG ,G. Zuerlein K - LA ,T. Coleman RB - ATL ,4.4,,,D. Carr QB - LV ,78.92,0.0,,4.0,,72.04,0.0,M. Evans WR - TB ,2,-3.0,C. Kupp WR - LA ,,,,,,,Tommy,,,,4.9,R. Gronkowski TE - NE ,29.74,0.0,S. Watkins WR - LA ,0.0,3.0,D. Prescott QB - DAL ,16.5,,Ritz,Texans DEF ,0.0,,,,D. Jackson WR - TB ,T. Gurley RB - LA ,,10.6
2017,5,0.0,C. Brate TE - TB ,J. Stewart RB - CAR ,M. Lynch RB - LV ,11.3,D. Adams WR - GB ,G. Tavecchio K - LV ,D. Freeman RB - ATL ,0.0,,,C. Fleener TE - NO ,107.92,4.4,,5.0,,124.46,12.8,G. Tate WR - DET ,8,5.0,W. Snead WR - NO ,,,,,,,Juschka,,,,4.8,M. Ryan QB - ATL ,26.86,0.0,D. Thomas WR - DEN ,0.0,28.3,A. Smith QB - KC ,18.6,,Simi,Steelers DEF ,0.0,,,,K. Benjamin WR - BUF ,M. Gordon RB - LAC ,,11.8
2017,5,0.0,M. Bennett TE - NE ,J. Graham TE - SEA ,D. Murray RB - TEN ,4.9,T. Hill WR - KC ,J. Tucker K - BAL ,D. Watson QB - HOU ,0.1,,,A. Collins RB - BAL ,99.36,9.7,,12.0,,71.04,5.3,T. Williams WR - LAC ,7,10.0,J. Williams RB - GB ,,,,,,,Kessi,,,,2.2,J. Charles RB - DEN ,24.04,35.54,J. Jones WR - ATL ,5.5,0.7,A. Rodgers QB - GB ,6.8,,Marv,Chiefs DEF ,0.0,,,,L. Fitzgerald WR - ARI ,T. Cohen RB - CHI ,,5.1
2017,6,0.0,Z. Ertz TE - PHI ,B. Cooks WR - NE ,D. Martin RB - TB ,14.4,C. Hogan WR - NE ,J. Elliott K - PHI ,A. Kamara RB - NO ,1.5,,,C. McCaffrey RB - CAR ,86.08,9.3,,10.0,,68.74,13.8,J. Nelson WR - GB ,6,5.0,M. Williams WR - LAC ,,,,,,,Benni,,,,6.0,D. McFadden RB ,11.54,8.7,D. Johnson RB - ARI ,12.4,4.2,D. Brees QB - NO ,1.9,,Ritz,Jaguars DEF ,0.0,,,,T. Hilton WR - IND ,A. Jones RB - GB ,,1.9
2017,6,3.1,T. Kelce TE - KC ,A. Morris RB - DAL ,L. Bell RB - PIT ,25.1,R. Matthews WR - TEN ,S. Gostkowski K - NE ,S. Diggs WR - MIN ,0.0,,,A. Cooper WR - LV ,88.4,0.0,,6.0,,68.48,3.7,T. Pryor WR - WAS ,7,4.0,E. Elliott RB - DAL ,,,,,,,Erik,,,,2.3,A. Luck QB - IND ,14.88,0.0,T. Montgomery RB - GB ,2.8,3.9,M. Stafford QB - DET ,6.9,,Marv,Broncos DEF ,0.0,,,,C. Anderson RB - DEN ,D. Johnson RB - CLE ,,1.7
2017,6,6.7,R. Griffin TE - HOU ,A. Green WR - CIN ,L. Miller RB - HOU ,8.1,K. Allen WR - LAC ,M. Prater K - DET ,C. Hyde RB - SF ,12.2,,,J. Landry WR - MIA ,68.74,0.0,,8.0,,86.08,7.2,M. Crabtree WR - LV ,1,20.0,W. Fuller WR - HOU ,,,,,,,Ritz,,,,11.2,L. McCoy RB - BUF ,16.18,19.5,F. Gore RB - IND ,12.2,5.4,T. Brady QB - NE ,4.5,,Benni,Rams DEF ,0.0,,,,P. Garcon WR - SF ,A. Abdullah RB - DET ,,5.5
2017,6,9.6,D. Walker TE - TEN ,A. Jeffery WR - PHI ,J. Ajayi RB - PHI ,13.0,M. Thomas WR - NO ,W. Lutz K - NO ,J. Mixon RB - CIN ,14.0,,,M. Mariota QB - TEN ,68.48,7.1,,10.0,,88.4,1.4,D. Funchess WR - CAR ,3,3.0,Vikings DEF ,,,,,,,Marv,,,,3.6,D. Baldwin WR - SEA ,27.8,0.0,A. Thielen WR - MIN ,14.24,19.8,K. Cousins QB - WAS ,1.1,,Erik,Falcons DEF ,0.0,,,,L. Blount RB - PHI ,L. Fournette RB - JAX ,,8.7
