Season,Week,Points.11,TE,BN.1,RB,Points.1,WR.1,K,BN.4,Points.14,Points.20,BN.13,BN.3,Opponent Total,Points.10,BN.10,Points.7,Points.18,Total,Points.5,WR,Rank,Points.8,BN.5,Points.16,BN.7,Points.17,Points.15,Points.21,Points.22,Owner,BN.9,RES.1,BN.11,Points.3,BN,Points,Points.13,BN.2,Points.12,Points.2,QB,Points.4,RES,Opponent,DEF,Points.9,BN.6,BN.8,Points.19,W/R,RB.1,BN.12,Points.6
2019,5,24.9,G. Kittle TE - SF ,W. Gallman RB - NYG ,J. Conner RB - PIT ,11.5,C. Godwin WR - TB ,J. Slye K - CAR ,M. Andrews TE - BAL ,0.0,,,K. Johnson RB - DET ,113.84,1.4,,4.0,,98.72,14.8,R. Woods WR - LA ,6,4.0,D. Singletary RB - BUF ,,,,,,,Benni,,,,4.8,D. Adams WR - GB ,9.42,4.5,M. Breida RB - SF ,0.0,19.8,A. Rodgers QB - GB ,24.5,,Erik,Bears DEF ,0.0,,,,J. Gordon WR - SEA ,D. Cook RB - MIN ,,5.9
2019,5,14.8,D. Waller TE - LV ,B. Cooks WR - LA ,M. Ingram RB - BAL ,10.9,O. Beckham WR - CLE ,G. Zuerlein K - LA ,J. Jacobs RB - LV ,5.1,,,D. Williams RB - KC ,98.72,5.6,,11.0,,113.84,3.9,K. Allen WR - LAC ,1,14.0,T. McLaurin WR - WAS ,,,,,,,Erik,,,,1.8,G. Tate WR - NYG ,11.44,26.3,C. Ridley WR - ATL ,0.0,15.6,L. Jackson QB - BAL ,3.0,,Benni,Patriots DEF ,1.3,,,,A. Jones RB - GB ,D. Johnson RB - ARI ,,42.2
2019,5,0.0,A. Hooper TE - ATL ,E. Sanders WR - SF ,L. Bell RB - NYJ ,8.8,T. Boyd WR - CIN ,M. Gay K - TB ,T. Coleman RB - SF ,20.7,,,T. Hilton WR - IND ,128.96,0.9,,6.0,,118.22,7.6,A. Cooper WR - DAL ,8,12.0,P. Lindsay RB - DEN ,,,,,,,Ritz,,,,28.6,M. Ryan QB - ATL ,23.22,15.7,G. Olsen TE - CAR ,3.7,3.8,D. Prescott QB - DAL ,18.3,,Tommy,Vikings DEF ,31.9,,,,N. Chubb RB - CLE ,M. Gordon RB - LAC ,,9.9
2019,5,39.7,T. Kelce TE - KC ,C. Hyde RB - HOU ,C. McCaffrey RB - CAR ,41.7,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,6.4,,,D. Moore WR - CAR ,112.92,12.0,,7.0,,142.84,7.0,M. Evans WR - TB ,3,2.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,0.0,L. McCoy RB - KC ,41.74,8.2,W. Fuller WR - HOU ,9.1,14.8,D. Watson QB - HOU ,10.3,,Juschka,Rams DEF ,0.3,,,,S. Michel RB - NE ,M. Mack RB - IND ,,18.3
2019,5,0.0,W. Dissly TE - SEA ,T. Hill WR - KC ,F. Gore RB - BUF ,6.9,J. Smith-Schuster WR - PIT ,J. Tucker K - BAL ,D. Metcalf WR - SEA ,5.0,,,D. Montgomery RB - CHI ,95.36,0.0,,14.0,,122.12,8.8,A. Thielen WR - MIN ,4,6.0,Ravens DEF ,,,,,,,Simi,,,,25.0,A. Green WR - CIN ,23.92,10.4,S. Barkley RB - NYG ,9.6,13.8,T. Brady QB - NE ,11.5,,Kessi,Saints DEF ,0.0,,,,J. Howard RB - PHI ,D. Henry RB - TEN ,,12.2
2019,5,0.0,E. Ebron TE - IND ,R. Cobb WR - DAL ,D. Freeman RB - ATL ,13.0,M. Thomas WR - NO ,Z. Gonzalez K - ARI ,D. Westbrook WR - JAX ,0.0,,,A. Robinson WR - CHI ,118.22,5.3,,14.0,,128.96,0.8,J. Jones WR - ATL ,2,19.0,K. Hunt RB - CLE ,,,,,,,Tommy,,,,4.2,J. Edelman WR - NE ,18.54,8.2,S. Watkins WR - KC ,21.7,10.92,P. Mahomes QB - KC ,30.2,,Ritz,49ers DEF ,17.0,,,,C. Carson RB - SEA ,A. Kamara RB - NO ,,18.3
2019,5,3.8,E. Engram TE - NYG ,J. White RB - NE ,T. Gurley RB - LA ,15.7,D. Hopkins WR - HOU ,H. Butker K - KC ,J. Ross WR - CIN ,28.4,,,S. Diggs WR - MIN ,142.84,7.2,,7.0,,112.92,4.7,L. Fitzgerald WR - ARI ,7,14.0,D. Chark WR - JAX ,,,,,,,Juschka,,,,5.8,D. Jackson WR - PHI ,29.92,0.0,D. Williams RB - KC ,4.4,19.7,R. Wilson QB - SEA ,8.8,,Marv,Chargers DEF ,0.0,,,,A. Ekeler RB - LAC ,L. Fournette RB - JAX ,,7.3
2019,5,9.1,Z. Ertz TE - PHI ,R. Anderson WR - NYJ ,E. Elliott RB - DAL ,15.1,C. Kupp WR - LA ,J. Lambo K - JAX ,T. Cohen RB - CHI ,5.6,,,K. Golladay WR - DET ,122.12,1.6,,9.0,,95.36,11.7,S. Shepard WR - NYG ,5,9.0,R. Jones RB - TB ,,,,,,,Kessi,,,,4.7,T. Williams WR - LV ,12.06,4.9,P. Barber RB - TB ,0.0,10.9,C. Wentz QB - PHI ,17.7,,Simi,Texans DEF ,0.0,,,,A. Jeffery WR - PHI ,J. Mixon RB - CIN ,,5.2
2019,6,6.3,M. Andrews TE - BAL ,J. Conner RB - PIT ,D. Cook RB - MIN ,11.4,R. Woods WR - LA ,J. Slye K - CAR ,D. Singletary RB - BUF ,0.00,,,C. Sutton WR - DEN ,78.56,23.9,,13.0,,124.02,7.9,J. Jones WR - ATL ,4,21.0,Bears DEF ,,,,,,,Benni,,,,10.8,D. Adams WR - GB ,18.32,0.0,M. Breida RB - SF ,7.6,21.9,A. Rodgers QB - GB ,7.6,,Simi,Panthers DEF ,0.0,,,,K. Johnson RB - DET ,C. Carson RB - SEA ,,12.1
2019,6,4.0,J. Graham TE - GB ,B. Cooks WR - LA ,M. Ingram RB - BAL ,13.4,A. Cooper WR - DAL ,G. Zuerlein K - LA ,J. Jacobs RB - LV ,22.00,,,D. Waller TE - LV ,70.0,3.2,,1.0,,108.34,1.7,O. Beckham WR - CLE ,1,25.0,T. McLaurin WR - WAS ,,,,,,,Erik,,,,10.1,G. Tate WR - NYG ,30.64,0.0,M. Brown RB - LA ,0.0,22.2,L. Jackson QB - BAL ,0.3,,Juschka,Patriots DEF ,16.2,,,,A. Jones RB - GB ,D. Johnson RB - ARI ,,4.0
2019,6,12.1,A. Hooper TE - ATL ,T. Hilton WR - IND ,L. Bell RB - NYJ ,11.3,T. Boyd WR - CIN ,M. Gay K - TB ,P. Lindsay RB - DEN ,10.80,,,D. Prescott QB - DAL ,77.04,0.0,,6.0,,107.94,17.7,K. Allen WR - LAC ,8,9.0,C. Ridley WR - ATL ,,,,,,,Ritz,,,,3.3,G. Olsen TE - CAR ,30.94,13.5,T. Coleman RB - SF ,18.22,23.9,M. Ryan QB - ATL ,1.0,,Kessi,Vikings DEF ,5.2,,,,M. Gordon RB - LAC ,N. Chubb RB - CLE ,,4.8
2019,6,0.0,T. Kelce TE - KC ,W. Fuller WR - HOU ,C. Hyde RB - HOU ,17.0,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,15.20,,,D. Moore WR - CAR ,103.52,4.4,,7.0,,114.6,5.8,M. Evans WR - TB ,2,7.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,11.6,L. McCoy RB - KC ,29.4,0.0,M. Mack RB - IND ,8.6,17.7,D. Watson QB - HOU ,7.8,,Tommy,Rams DEF ,4.4,,,,S. Michel RB - NE ,C. McCaffrey RB - CAR ,,11.3
2019,6,0.0,W. Dissly TE - SEA ,S. Barkley RB - NYG ,J. Howard RB - PHI ,4.9,J. Smith-Schuster WR - PIT ,J. Tucker K - BAL ,Saints DEF ,-,,,D. Metcalf WR - SEA ,124.02,0.0,,11.0,,78.56,0.0,A. Thielen WR - MIN ,5,5.0,-,,,,,,,Simi,,,,11.7,A. Green WR - CIN ,21.96,11.0,D. Montgomery RB - CHI ,7.3,3.3,T. Brady QB - NE ,0.7,,Benni,Ravens DEF ,0.0,,,,T. Hill WR - KC ,D. Henry RB - TEN ,,20.0
2019,6,3.6,G. Kittle TE - SF ,S. Watkins WR - KC ,D. Freeman RB - ATL ,23.8,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,D. Westbrook WR - JAX ,0.00,,,A. Robinson WR - CHI ,114.6,0.0,,10.0,,103.52,10.3,M. Thomas WR - NO ,3,10.0,K. Hunt RB - CLE ,,,,,,,Tommy,,,,8.9,J. Edelman WR - NE ,18.82,5.3,J. Landry WR - CLE ,0.0,6.6,P. Mahomes QB - KC ,15.1,,Marv,49ers DEF ,11.3,,,,D. Robinson WR - KC ,A. Kamara RB - NO ,,0.0
2019,6,8.0,G. Everett TE - LA ,J. White RB - NE ,L. Fournette RB - JAX ,11.8,D. Chark WR - JAX ,H. Butker K - KC ,S. Diggs WR - MIN ,0.00,,,T. Gurley RB - LA ,108.34,4.5,,6.0,,70.0,0.9,D. Hopkins WR - HOU ,7,3.0,E. Engram TE - NYG ,,,,,,,Juschka,,,,7.5,L. Fitzgerald WR - ARI ,28.9,36.5,D. Williams RB - KC ,0.0,2.8,R. Wilson QB - SEA ,4.3,,Erik,Chargers DEF ,6.9,,,,M. Gallup WR - DAL ,A. Ekeler RB - LAC ,,4.8
2019,6,18.5,Z. Ertz TE - PHI ,T. Williams WR - LV ,E. Elliott RB - DAL ,21.3,C. Kupp WR - LA ,J. Lambo K - JAX ,J. Mixon RB - CIN ,0.00,,,P. Barber RB - TB ,107.94,0.0,,6.0,,77.04,3.4,S. Shepard WR - NYG ,6,5.0,T. Cohen RB - CHI ,,,,,,,Kessi,,,,0.0,A. Jeffery WR - PHI ,20.54,3.9,R. Anderson WR - NYJ ,2.8,7.0,C. Wentz QB - PHI ,1.7,,Ritz,Texans DEF ,13.6,,,,K. Golladay WR - DET ,R. Jones RB - TB ,,12.1
2019,7,3.6,M. Andrews TE - BAL ,J. Conner RB - PIT ,D. Cook RB - MIN ,26.9,R. Woods WR - LA ,M. Crosby K - GB ,D. Singletary RB - BUF ,6.0,,,C. Sutton WR - DEN ,99.24,0.0,,6.0,,96.68,3.9,J. Jones WR - ATL ,4,11.0,Bears DEF ,,,,,,,Benni,,,,9.3,D. Adams WR - GB ,21.28,2.6,M. Breida RB - SF ,8.7,2.3,J. Allen QB - BUF ,8.6,,Juschka,Bills DEF ,0.0,,,,C. Carson RB - SEA ,K. Johnson RB - DET ,,7.4
2019,7,24.6,G. Kittle TE - SF ,O. Beckham WR - CLE ,D. Johnson RB - ARI ,0.2,J. Brown WR - BUF ,G. Zuerlein K - LA ,A. Jones RB - GB ,1.1,,,A. Cooper WR - DAL ,104.94,0.0,,15.0,,106.22,3.8,B. Cooks WR - LA ,1,25.0,T. McLaurin WR - WAS ,,,,,,,Erik,,,,5.9,G. Tate WR - NYG ,23.32,14.3,D. Waller TE - LV ,10.6,13.4,L. Jackson QB - BAL ,14.3,,Tommy,Patriots DEF ,8.0,,,,M. Ingram RB - BAL ,J. Jacobs RB - LV ,,5.3
2019,7,20.56,A. Hooper TE - ATL ,M. Gordon RB - LAC ,L. Bell RB - NYJ ,7.6,K. Allen WR - LAC ,M. Prater K - DET ,C. Ridley WR - ATL ,0.0,,,T. Boyd WR - CIN ,93.56,6.9,,6.0,,58.56,10.6,T. Hilton WR - IND ,8,3.0,N. Chubb RB - CLE ,,,,,,,Ritz,,,,13.4,G. Olsen TE - CAR ,2.56,3.0,D. Prescott QB - DAL ,3.5,3.2,M. Ryan QB - ATL ,6.1,,Simi,Vikings DEF ,0.0,,,,T. Coleman RB - SF ,P. Lindsay RB - DEN ,,6.1
2019,7,0.0,T. Kelce TE - KC ,M. Evans WR - TB ,C. Hyde RB - HOU ,3.5,W. Fuller WR - HOU ,W. Lutz K - NO ,M. Brown WR - BAL ,3.2,,,D. Moore WR - CAR ,53.44,0.0,,10.0,,93.82,4.4,T. Lockett WR - SEA ,2,21.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,11.8,L. McCoy RB - KC ,15.52,0.0,C. McCaffrey RB - CAR ,0.0,5.6,D. Watson QB - HOU ,0.6,,Kessi,Rams DEF ,7.6,,,,S. Michel RB - NE ,M. Mack RB - IND ,,21.4
2019,7,0.0,J. Witten TE - DAL ,F. Gore RB - BUF ,D. Henry RB - TEN ,16.8,T. Hill WR - KC ,J. Tucker K - BAL ,D. Metcalf WR - SEA ,18.0,,,D. Montgomery RB - CHI ,58.56,6.6,,12.0,,93.56,3.3,A. Thielen WR - MIN ,6,8.0,Ravens DEF ,,,,,,,Simi,,,,8.5,A. Green WR - CIN ,11.96,3.3,J. Smith-Schuster WR - PIT ,-0.1,14.0,T. Brady QB - NE ,13.4,,Ritz,Saints DEF ,0.0,,,,J. Howard RB - PHI ,S. Barkley RB - NYG ,,5.6
2019,7,0.0,H. Henry TE - LAC ,J. Landry WR - CLE ,L. Murray RB - NO ,27.0,M. Thomas WR - NO ,Z. Gonzalez K - ARI ,C. Godwin WR - TB ,6.96,,,A. Kamara RB - NO ,106.22,0.0,,9.0,,104.94,9.7,J. Edelman WR - NE ,3,15.0,K. Murray QB - ARI ,,,,,,,Tommy,,,,6.7,S. Watkins WR - KC ,7.24,0.0,K. Hunt RB - CLE ,0.0,2.5,P. Mahomes QB - KC ,13.1,,Erik,49ers DEF ,0.0,,,,A. Robinson WR - CHI ,D. Freeman RB - ATL ,,14.7
2019,7,0.6,E. Engram TE - NYG ,J. White RB - NE ,L. Fournette RB - JAX ,14.5,D. Chark WR - JAX ,H. Butker K - KC ,G. Everett TE - LA ,3.4,,,S. Diggs WR - MIN ,96.68,5.9,,12.0,,99.24,0.6,D. Hopkins WR - HOU ,5,4.0,M. Gallup WR - DAL ,,,,,,,Juschka,,,,16.6,L. Fitzgerald WR - ARI ,14.34,11.0,D. Williams RB - KC ,14.3,18.5,R. Wilson QB - SEA ,7.3,,Benni,Chargers DEF ,1.2,,,,T. Gurley RB - LA ,A. Ekeler RB - LAC ,,11.4
2019,7,1.0,Z. Ertz TE - PHI ,T. Williams WR - LV ,E. Elliott RB - DAL ,20.7,C. Kupp WR - LA ,J. Lambo K - JAX ,J. Mixon RB - CIN ,2.9,,,P. Barber RB - TB ,93.82,0.0,,13.0,,53.44,3.8,S. Shepard WR - NYG ,7,2.0,T. Cohen RB - CHI ,,,,,,,Kessi,,,,0.0,A. Jeffery WR - PHI ,6.84,6.4,R. Anderson WR - NYJ ,0.0,0.0,C. Wentz QB - PHI ,5.0,,Marv,Texans DEF ,3.8,,,,K. Golladay WR - DET ,R. Jones RB - TB ,,2.1
2019,8,0.0,D. Waller TE - LV ,R. Woods WR - LA ,J. Conner RB - PIT ,21.0,C. Sutton WR - DEN ,M. Prater K - DET ,M. Andrews TE - BAL ,4.0,,,M. Breida RB - SF ,103.66,4.2,,9.0,,127.86,7.1,J. Jones WR - ATL ,4,13.0,Bills DEF ,,,,,,,Benni,,,,15.2,M. Ryan QB - ATL ,17.26,0.0,D. Adams WR - GB ,5.0,23.1,J. Allen QB - BUF ,7.2,,Simi,Steelers DEF ,0.0,,,,C. Carson RB - SEA ,D. Cook RB - MIN ,,15.0
2019,8,0.0,G. Kittle TE - SF ,O. Beckham WR - CLE ,A. Jones RB - GB ,34.6,T. McLaurin WR - WAS ,G. Zuerlein K - LA ,K. Drake RB - ARI ,0.0,,,D. Johnson RB - ARI ,74.1,5.2,,6.0,,123.2,8.6,J. Brown WR - BUF ,1,21.0,L. Jackson QB - BAL ,,,,,,,Erik,,,,5.4,M. Ingram RB - BAL ,27.1,0.0,A. Cooper WR - DAL ,0.0,8.1,A. Rodgers QB - GB ,3.9,,Ritz,Patriots DEF ,0.0,,,,G. Tate WR - NYG ,J. Jacobs RB - LV ,,8.5
2019,8,9.4,A. Hooper TE - ATL ,T. Coleman RB - SF ,L. Bell RB - NYJ ,3.5,C. Ridley WR - ATL ,R. Gould K - SF ,T. Boyd WR - CIN ,7.6,,,D. Prescott QB - DAL ,123.2,35.8,,9.0,,74.1,12.5,T. Hilton WR - IND ,8,12.0,P. Lindsay RB - DEN ,,,,,,,Ritz,,,,5.4,K. Allen WR - LAC ,11.6,6.8,M. Gordon RB - LAC ,0.0,9.8,K. Cousins QB - MIN ,9.0,,Erik,Vikings DEF ,5.3,,,,C. Edmonds RB - ARI ,N. Chubb RB - CLE ,,1.3
2019,8,0.0,T. Kelce TE - KC ,C. Hyde RB - HOU ,C. McCaffrey RB - CAR ,23.5,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,19.8,,,T. Johnson RB - DET ,97.68,8.3,,7.0,,143.76,12.3,M. Evans WR - TB ,2,9.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,31.8,L. McCoy RB - KC ,27.76,0.0,W. Fuller WR - HOU ,3.8,15.0,D. Watson QB - HOU ,10.0,,Juschka,Rams DEF ,4.3,,,,S. Michel RB - NE ,M. Mack RB - IND ,,7.4
2019,8,0.0,J. Graham TE - GB ,F. Gore RB - BUF ,D. Henry RB - TEN ,6.3,D. Metcalf WR - SEA ,J. Myers K - SEA ,D. Montgomery RB - CHI ,0.0,,,J. Howard RB - PHI ,127.86,3.4,,11.0,,103.66,2.0,T. Hill WR - KC ,5,8.0,J. Tucker K - BAL ,,,,,,,Simi,,,,8.1,A. Green WR - CIN ,18.36,20.7,A. Thielen WR - MIN ,17.1,20.3,T. Brady QB - NE ,13.3,,Benni,Saints DEF ,0.0,,,,J. Smith-Schuster WR - PIT ,S. Barkley RB - NYG ,,16.3
2019,8,6.2,H. Henry TE - LAC ,S. Watkins WR - KC ,L. Murray RB - NO ,27.7,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,A. Kamara RB - NO ,0.0,,,K. Hunt RB - CLE ,111.68,4.5,,11.0,,103.5,4.7,M. Thomas WR - NO ,3,17.0,P. Mahomes QB - KC ,,,,,,,Tommy,,,,16.3,J. Edelman WR - NE ,10.1,0.0,A. Robinson WR - CHI ,0.0,8.2,K. Murray QB - ARI ,6.3,,Kessi,49ers DEF ,19.5,,,,M. Jones WR - DET ,D. Freeman RB - ATL ,,2.2
2019,8,9.0,E. Engram TE - NYG ,J. White RB - NE ,T. Gurley RB - LA ,10.4,D. Chark WR - JAX ,H. Butker K - KC ,G. Everett TE - LA ,0.0,,,S. Diggs WR - MIN ,143.76,7.9,,6.0,,97.68,10.0,D. Hopkins WR - HOU ,7,9.0,M. Gallup WR - DAL ,,,,,,,Juschka,,,,10.9,L. Fitzgerald WR - ARI ,15.68,1.5,D. Williams RB - KC ,12.3,13.6,R. Wilson QB - SEA ,13.9,,Marv,Chargers DEF ,0.8,,,,A. Ekeler RB - LAC ,L. Fournette RB - JAX ,,8.2
2019,8,0.0,Z. Ertz TE - PHI ,E. Elliott RB - DAL ,J. Mixon RB - CIN ,13.7,C. Kupp WR - LA ,J. Lambo K - JAX ,P. Barber RB - TB ,4.6,,,R. Anderson WR - NYJ ,103.5,0.0,,11.0,,111.68,2.0,T. Williams WR - LV ,6,0.0,T. Cohen RB - CHI ,,,,,,,Kessi,,,,15.1,A. Jeffery WR - PHI ,14.38,2.8,S. Shepard WR - NYG ,4.3,5.2,C. Wentz QB - PHI ,28.0,,Tommy,Texans DEF ,6.4,,,,K. Golladay WR - DET ,R. Jones RB - TB ,,22.3
2019,9,0.0,M. Andrews TE - BAL ,J. Jones WR - ATL ,D. Cook RB - MIN ,11.6,C. Sutton WR - DEN ,M. Prater K - DET ,J. Conner RB - PIT ,17.0,,,R. Woods WR - LA ,79.74,0.0,,6.0,,74.64,2.1,D. Adams WR - GB ,4,8.0,Steelers DEF ,,,,,,,Benni,,,,4.1,M. Ryan QB - ATL ,12.94,0.0,J. Gordon WR - SEA ,0.0,6.3,A. Rodgers QB - GB ,12.3,,Tommy,Bills DEF ,0.0,,,,C. Carson RB - SEA ,J. Samuels RB - PIT ,,11.3
2019,9,0.0,G. Kittle TE - SF ,D. Waller TE - LV ,A. Jones RB - GB ,2.9,A. Cooper WR - DAL ,K. Fairbairn K - HOU ,T. McLaurin WR - WAS ,0.0,,,K. Drake RB - ARI ,148.64,5.2,,10.0,,113.22,13.9,O. Beckham WR - CLE ,1,4.0,G. Zuerlein K - LA ,,,,,,,Erik,,,,8.2,M. Ingram RB - BAL ,28.62,3.9,D. Johnson RB - ARI ,24.2,24.0,L. Jackson QB - BAL ,14.0,,Marv,Patriots DEF ,12.4,,,,J. Brown WR - BUF ,J. Jacobs RB - LV ,,7.6
2019,9,0.0,E. Ebron TE - IND ,M. Gordon RB - LAC ,L. Bell RB - NYJ ,12.1,K. Allen WR - LAC ,R. Gould K - SF ,P. Lindsay RB - DEN ,0.0,,,T. Boyd WR - CIN ,99.92,22.9,,4.0,,80.48,1.6,M. Jones WR - DET ,8,6.0,C. Ridley WR - ATL ,,,,,,,Ritz,,,,18.6,T. Hilton WR - IND ,21.48,15.2,A. Hooper TE - ATL ,0.0,3.6,D. Prescott QB - DAL ,4.0,,Juschka,Jets DEF ,0.0,,,,N. Chubb RB - CLE ,T. Coleman RB - SF ,,9.1
2019,9,4.8,T. Kelce TE - KC ,C. Hyde RB - HOU ,C. McCaffrey RB - CAR ,34.6,T. Lockett WR - SEA ,D. Carlson K - LV ,W. Lutz K - NO ,0.0,,,M. Sanders RB - PHI ,113.22,14.0,,7.0,,148.64,6.2,M. Evans WR - TB ,2,18.0,Rams DEF ,,,,,,,Marv,,,,24.0,L. McCoy RB - KC ,19.74,0.0,M. Brown WR - BAL ,7.3,8.9,D. Watson QB - HOU ,27.2,,Erik,Cowboys DEF ,0.9,,,,S. Michel RB - NE ,M. Mack RB - IND ,,3.0
2019,9,14.3,T. Hockenson TE - DET ,A. Thielen WR - MIN ,D. Henry RB - TEN ,21.9,D. Metcalf WR - SEA ,J. Tucker K - BAL ,J. Myers K - SEA ,0.0,,,D. Montgomery RB - CHI ,109.96,0.0,,7.0,,111.5,5.6,T. Hill WR - KC ,6,11.0,Saints DEF ,,,,,,,Simi,,,,20.5,A. Green WR - CIN ,13.4,8.0,J. Howard RB - PHI ,19.6,9.5,T. Brady QB - NE ,21.0,,Kessi,Panthers DEF ,0.0,,,,J. Smith-Schuster WR - PIT ,S. Barkley RB - NYG ,,1.6
2019,9,0.0,H. Henry TE - LAC ,D. Freeman RB - ATL ,M. Walton RB ,4.1,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,A. Kamara RB - NO ,0.0,,,K. Hunt RB - CLE ,74.64,0.0,,5.0,,79.74,8.4,J. Edelman WR - NE ,3,3.0,P. Mahomes QB - KC ,,,,,,,Tommy,,,,6.9,L. Murray RB - NO ,24.84,0.0,M. Thomas WR - NO ,0.0,20.0,M. Stafford QB - DET ,6.9,,Benni,49ers DEF ,0.0,,,,A. Robinson WR - CHI ,D. Singletary RB - BUF ,,0.6
2019,9,18.8,E. Engram TE - NYG ,J. White RB - NE ,L. Fournette RB - JAX ,7.2,D. Chark WR - JAX ,H. Butker K - KC ,G. Everett TE - LA ,9.3,,,T. Gurley RB - LA ,80.48,14.4,,16.0,,99.92,5.0,D. Hopkins WR - HOU ,5,7.0,M. Gallup WR - DAL ,,,,,,,Juschka,,,,11.4,L. Fitzgerald WR - ARI ,39.22,0.0,D. Williams RB - KC ,0.0,9.3,R. Wilson QB - SEA ,3.2,,Ritz,Chargers DEF ,3.8,,,,S. Diggs WR - MIN ,A. Ekeler RB - LAC ,,1.6
2019,9,0.0,Z. Ertz TE - PHI ,A. Jeffery WR - PHI ,E. Elliott RB - DAL ,13.9,K. Golladay WR - DET ,J. Lambo K - JAX ,J. Mixon RB - CIN ,0.0,,,C. Kupp WR - LA ,111.5,3.6,,3.0,,109.96,16.3,E. Sanders WR - SF ,7,19.0,N. Harry WR - NE ,,,,,,,Kessi,,,,17.2,D. Brees QB - NO ,15.06,0.0,S. Shepard WR - NYG ,0.0,1.5,C. Wentz QB - PHI ,19.2,,Simi,Texans DEF ,0.0,,,,T. Williams WR - LV ,P. Barber RB - TB ,,4.8
2019,10,7.7,D. Waller TE - LV ,R. Woods WR - LA ,D. Cook RB - MIN ,24.3,D. Adams WR - GB ,M. Badgley K - LAC ,D. Guice RB - WAS ,5.4,,,J. Conner RB - PIT ,85.08,9.5,,6.0,,109.12,4.0,J. Jones WR - ATL ,4,25.0,A. Mattison RB - MIN ,,,,,,,Benni,,,,7.9,M. Ryan QB - ATL ,10.02,0.0,J. Brown WR - BUF ,0.0,4.0,A. Rodgers QB - GB ,11.8,,Juschka,Steelers DEF ,14.58,,,,C. Carson RB - SEA ,J. Samuels RB - PIT ,,16.1
2019,10,-1.0,M. Andrews TE - BAL ,O. Beckham WR - CLE ,M. Ingram RB - BAL ,9.4,A. Cooper WR - DAL ,G. Zuerlein K - LA ,G. Kittle TE - SF ,0.0,,,K. Drake RB - ARI ,110.92,5.7,,4.0,,155.72,17.3,G. Tate WR - NYG ,1,8.0,Patriots DEF ,,,,,,,Erik,,,,19.5,D. Hopkins WR - HOU ,33.42,0.0,D. Johnson RB - ARI ,4.1,16.1,L. Jackson QB - BAL ,20.7,,Simi,Colts DEF ,0.0,,,,A. Jones RB - GB ,J. Jacobs RB - LV ,,27.3
2019,10,12.8,A. Hooper TE - ATL ,T. Hilton WR - IND ,M. Gordon RB - LAC ,19.3,K. Allen WR - LAC ,M. Gay K - TB ,P. Lindsay RB - DEN ,4.7,,,T. Boyd WR - CIN ,108.64,0.0,,12.0,,124.48,7.7,M. Jones WR - DET ,8,24.0,C. Ridley WR - ATL ,,,,,,,Ritz,,,,7.7,K. Cousins QB - MIN ,25.88,0.0,L. Bell RB - NYJ ,6.2,12.1,D. Prescott QB - DAL ,8.6,,Tommy,Ravens DEF ,19.3,,,,T. Coleman RB - SF ,N. Chubb RB - CLE ,,7.2
2019,10,0.0,T. Kelce TE - KC ,D. Watson QB - HOU ,L. McCoy RB - KC ,0.0,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Sanders RB - PHI ,0.0,,,M. Brown WR - BAL ,64.28,0.0,,9.0,,111.16,13.5,M. Evans WR - TB ,2,19.0,Cowboys DEF ,,,,,,,Marv,,,,8.2,C. Hyde RB - HOU ,26.76,0.0,S. Michel RB - NE ,14.0,20.1,K. Murray QB - ARI ,2.9,,Kessi,Rams DEF ,0.0,,,,K. Golladay WR - DET ,C. McCaffrey RB - CAR ,,11.7
2019,10,0.0,K. Rudolph TE - MIN ,T. Brady QB - NE ,D. Henry RB - TEN ,31.1,D. Metcalf WR - SEA ,J. Tucker K - BAL ,J. Smith-Schuster WR - PIT ,2.0,,,J. Howard RB - PHI ,155.72,0.0,,7.0,,110.92,15.4,T. Hill WR - KC ,5,3.0,Panthers DEF ,,,,,,,Simi,,,,22.0,A. Green WR - CIN ,18.32,4.4,A. Thielen WR - MIN ,0.0,3.1,J. Winston QB - TB ,5.0,,Erik,Saints DEF ,0.0,,,,D. Montgomery RB - CHI ,S. Barkley RB - NYG ,,6.0
2019,10,1.9,H. Henry TE - LAC ,J. Edelman WR - NE ,A. Kamara RB - NO ,7.4,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,K. Hunt RB - CLE ,12.0,,,A. Robinson WR - CHI ,124.48,0.0,,11.0,,108.64,9.0,M. Thomas WR - NO ,3,19.0,D. Moore WR - CAR ,,,,,,,Tommy,,,,15.2,M. Stafford QB - DET ,29.84,7.4,L. Murray RB - NO ,8.6,5.0,P. Mahomes QB - KC ,7.4,,Ritz,49ers DEF ,0.0,,,,D. Freeman RB - ATL ,D. Singletary RB - BUF ,,4.8
