#,Player,Pos,Team,TTL,VORP
107,John FitzPatrick,TE,GB,0,0
107,James Mitchell,TE,CAR,0,0
107,Noah Togiai,TE,FA,0,0
107,Zach Gentry,TE,FA,0,0
107,Hunter Kampmoyer,TE,FA,0,0
107,Matt Bushman,TE,FA,0,0
107,Jordan Thomas,TE,FA,0,0
107,Travis Vokolek,TE,ARI,0,0
107,Zack Kuntz,TE,FA,0,0
107,Brady Russell,TE,SEA,0,0
107,Brayden Willis,TE,SF,0,0
107,Blake Whiteheart,TE,CLE,0,0
107,Darrell Daniels,TE,FA,0,0
107,Nick Vannett,TE,LAR,0,0
107,Anthony Firkser,TE,DET,0,0
107,Josh Pederson,TE,FA,0,0
141,Brittain Brown,RB,CHI,0,0
107,Leroy Watson IV,TE,FA,0,0
107,Albert Okwuegbunam Jr.,TE,LV,0,0
107,Kevin Rader,TE,FA,0,0
107,Tyler Kroft,TE,FA,0,0
107,Tyree Jackson,TE,WAS,0,0
107,Tre' McKitty,TE,FA,0,0
107,Parker Hesse,TE,FA,0,0
107,Stephen Anderson,TE,FA,0,0
107,Tanner Conner,TE,MIA,0,0
107,Matt Sokol,TE,PIT,0,0
107,Chris Pierce Jr.,TE,FA,0,0
107,J.P. Holtz,TE,FA,0,0
107,Kenny Yeboah,TE,FA,0,0
107,Hunter Long,TE,JAC,0,0
141,Marlon Mack,RB,FA,0,0
245,Tyler Johnson,WR,NYJ,0,0
39,Matthew Wright,K,FA,0,0
199,Damiere Byrd,WR,FA,0,0
199,Cephus Johnson III,WR,FA,0,0
69,Sean Clifford,QB,CIN,0,0
69,Sam Ehlinger,QB,DEN,0,0
199,Shedrick Jackson,WR,LV,0,0
69,Chris Oladokun,QB,KC,0,0
199,Dareke Young,WR,SEA,0,0
69,Max Duggan,QB,FA,0,0
69,Jacob Eason,QB,FA,0,0
69,Aaron Rodgers,QB,PIT,0,0
69,Logan Woodside,QB,FA,0,0
69,Matt Barkley,QB,FA,0,0
69,Jeff Driskel,QB,ARI,0,0
69,Jarrett Stidham,QB,DEN,0,0
69,Malik Cunningham,QB,DET,0,0
69,Carson Wentz,QB,MIN,0,0
199,Jalen Virgil,WR,FA,0,0
199,Jaelon Darden,WR,FA,0,0
199,Andre Baccellia,WR,ARI,0,0
199,Isaiah Winstead,WR,FA,0,0
199,Amari Rodgers,WR,FA,0,0
199,Easop Winston Jr.,WR,FA,0,0
199,Dylan Drummond,WR,ATL,0,0
199,Irvin Charles,WR,NYJ,0,0
199,DJ Turner,WR,LV,0,0
199,Michael Bandy,WR,DEN,0,0
199,Lucky Jackson,WR,FA,0,0
199,Chase Cota,WR,FA,0,0
199,Ryan Miller,WR,TB,0,0
199,Chris Blair,WR,ATL,0,0
199,Dax Milne,WR,FA,0,0
199,Johnny Johnson III,WR,FA,0,0
141,Corey Clement,RB,FA,0,0
199,Stanley Morgan Jr.,WR,FA,0,0
199,Montrell Washington,WR,FA,0,0
141,Jordan Mims,RB,TEN,0,0
142,Nick Muse,TE,LAR,0,0
163,Ben Mason,RB,FA,0,0
199,Chris Conley,WR,FA,0,0
199,Ethan Fernea,WR,FA,0,0
199,Phillip Dorsett II,WR,LV,0,0
199,Laquon Treadwell,WR,IND,0,0
199,Tay Martin,WR,FA,0,0
199,Kearis Jackson,WR,FA,0,0
199,Collin Johnson,WR,FA,0,0
199,Marquez Callaway,WR,FA,0,0
199,David Sills V,WR,ATL,0,0
199,Dan Chisena,WR,CAR,0,0
199,Terrell Bynum,WR,FA,0,0
199,Matthew Slater,WR,FA,0,0
199,Devon Allen,WR,FA,0,0
199,Justin Hardee Sr.,WR,FA,0,0
199,N'Keal Harry,WR,FA,0,0
199,Kirk Merritt,WR,FA,0,0
199,Andy Isabella,WR,FA,0,0
199,Tre'Quan Smith,WR,FA,0,0
199,Juwann Winfree,WR,FA,0,0
199,Bobby Brown,WR,FA,0,0
199,Keelan Doss,WR,FA,0,0
82,Kyle Trask,QB,ATL,-0.1,0
83,Teddy Bridgewater,QB,TB,-0.2,0
160,Jonathan Williams,RB,FA,-0.2,0
84,Nathan Peterman,QB,FA,-0.4,0
85,Blaine Gabbert,QB,FA,-0.9,0
161,Adam Prentice,RB,DEN,-1,0
161,Deon Jackson,RB,FA,-1,0
141,David Wells,TE,FA,-1,0
86,Kyle Allen,QB,DET,-1.1,0
242,James Proche II,WR,TEN,-2,0
243,Trent Taylor,WR,SF,-2.2,0
244,Gunner Olszewski,WR,NYG,-4,0
