#,Player,Pos,Team,TTL,VORP
113,James Mitchell,TE,CAR,0,0
113,Princeton Fant,TE,DAL,0,0
113,Jack Westover,TE,NE,0,0
113,Stephen Sullivan,TE,FA,0,0
113,Andrew Beck,TE,NYJ,0,0
113,Brenden Bates,TE,CLE,0,0
113,Travis Vokolek,TE,ARI,0,0
113,Parker Hesse,TE,FA,0,0
113,E.J. Jenkins,TE,PHI,0,0
113,Nick Muse,TE,LAR,0,0
113,Tyler Mabry,TE,FA,0,0
113,Ko Kieft,TE,TB,0,0
113,Mitchell Wilcox,TE,FA,0,0
132,Avery Williams,RB,FA,0,0
132,Reggie Gilliam,RB,BUF,0,0
132,John Kelly Jr.,RB,FA,0,0
132,Gary Brightwell,RB,CIN,0,0
132,Jakob Johnson,RB,HOU,0,0
132,Trayveon Williams,RB,LAC,0,0
132,Khari Blasingame,RB,FA,0,0
132,Jacob Kibodi,RB,FA,0,0
132,Kendall Milton,RB,CIN,0,0
132,Adam Prentice,RB,DEN,0,0
132,Keilan Robinson,RB,NYJ,0,0
132,Joshua Kelley,RB,FA,0,0
132,Tony Jones Jr.,RB,FA,0,0
132,Clyde Edwards-Helaire,RB,KC,0,0
132,Evan Hull,RB,NO,0,0
132,Tyrion Davis-Price,RB,FA,0,0
132,Keaton Mitchell,RB,BAL,0,0
132,Keaontay Ingram,RB,KC,0,0
132,Chris Collier,RB,LV,0,0
132,Nyheim Hines,RB,FA,0,0
132,D.J. Williams,RB,FA,0,0
132,Troy Hairston II,RB,FA,0,0
132,Dante Miller,RB,NYG,0,0
132,Jabari Small,RB,FA,0,0
132,La'Mical Perine,RB,FA,0,0
158,Cody Schrader,RB,JAC,0,0
205,Trishton Jackson,WR,FA,0,0
205,Irvin Charles,WR,NYJ,0,0
205,Javon Baker,WR,FA,0,0
205,Justyn Ross,WR,FA,0,0
205,Jalen Guyton,WR,FA,0,0
205,Alex Erickson,WR,FA,0,0
205,Elijah Cooks,WR,FA,0,0
205,Cody Thompson,WR,FA,0,0
205,KJ Hamler,WR,FA,0,0
205,Marquez Callaway,WR,FA,0,0
205,Ihmir Smith-Marsette,WR,NYG,0,0
205,Trent Taylor,WR,SF,0,0
205,Xavier Weaver,WR,ARI,0,0
205,Equanimeous St. Brown,WR,FA,0,0
205,Roman Wilson,WR,PIT,0,0
205,Bobby Brown,WR,FA,0,0
205,Justin Shorter,WR,LV,0,0
205,Skyy Moore,WR,SF,0,0
205,Tom Kennedy,WR,DET,0,0
205,Tyrell Shavers,WR,BUF,0,0
205,Brandon Smith,WR,NYJ,0,0
205,Erik Ezukanma,WR,FA,0,0
205,Deonte Harty,WR,FA,0,0
205,Zach Pascal,WR,FA,0,0
205,Braxton Berrios,WR,HOU,0,0
205,Nikko Remigio,WR,KC,0,0
205,Jalen Cropper,WR,DAL,0,0
205,Seth Williams,WR,LV,0,0
205,Quinton Bell,WR,MIA,0,0
205,Brenden Rice,WR,SEA,0,0
205,Anthony Miller,WR,FA,0,0
205,Kameron Johnson,WR,TB,0,0
205,Chris Moore,WR,WAS,0,0
205,Kazmeir Allen,WR,FA,0,0
205,Jaylen Johnson,WR,FA,0,0
205,Joshua Cephus,WR,JAC,0,0
205,Bryce Ford-Wheaton,WR,NYG,0,0
205,Dareke Young,WR,SEA,0,0
205,Jalen Virgil,WR,FA,0,0
205,Justin Hardee Sr.,WR,FA,0,0
205,Maurice Alexander,WR,CHI,0,0
205,Laquon Treadwell,WR,IND,0,0
205,Jared Wayne,WR,HOU,0,0
205,Montrell Washington,WR,FA,0,0
256,Tay Martin,WR,FA,0,0
256,Kaden Davis,WR,CLE,0,0
256,Dez Fitzpatrick,WR,FA,0,0
44,Jack Browning,K,FA,0,0
66,Austin Reed,QB,FA,0,0
66,Mike White,QB,CAR,0,0
66,Jake Luton,QB,FA,0,0
66,Kyle Trask,QB,ATL,0,0
66,Jeff Driskel,QB,ARI,0,0
66,Joshua Dobbs,QB,NE,0,0
66,Jordan Travis,QB,FA,0,0
66,Jaren Hall,QB,FA,0,0
66,Trevor Siemian,QB,TEN,0,0
66,Sam Hartman,QB,WAS,0,0
66,Emory Jones,QB,ATL,0,0
66,Feleipe Franks,QB,ATL,0,0
66,Chris Oladokun,QB,KC,0,0
66,Bailey Zappe,QB,CLE,0,0
66,C.J. Beathard,QB,DET,0,0
66,Tanner McKee,QB,PHI,0,0
66,Joe Milton III,QB,DAL,0,0
88,Jimmy Garoppolo,QB,LAR,0,0
249,Jermaine Jackson,WR,FA,-0.1,0
249,Velus Jones Jr.,WR,SEA,-0.1,0
251,Brycen Tremayne,WR,CAR,-0.2,0
83,Jarrett Stidham,QB,DEN,-0.2,0
83,Jake Browning,QB,CIN,-0.2,0
85,Tyson Bagent,QB,CHI,-0.3,0
86,Mitchell Trubisky,QB,BUF,-0.6,0
157,Dylan Laube,RB,LV,-2,0
252,Steven Sims Jr.,WR,FA,-2,0
87,Clayton Tune,QB,GB,-2.3,0
253,Kadarius Toney,WR,FA,-2.4,0
254,Jha'Quan Jackson,WR,FA,-3.7,0
255,Dee Williams,WR,CLE,-6,0
